question,context,label
在什麼時間之前在國際動物學界中不太有需要統一動物學名命名的意見出現？,在中文裏，郵票一詞最早見大清帝國光緒14年2月21日臺灣郵政總局頒布的臺灣郵政條款十六條及3月22日郵政業務正式運行辦理所發行的《臺灣郵票》，此後郵票一詞便流傳至今，成為中文裏的標準譯名。而在郵票傳入早期還有信票、信印、信資圖記等對英文postage stamp一詞的譯名。中國郵票在清代及中華民國初年多由外國代印。清代郵票曾在日本築地活版印刷所、英國倫敦華德路公司、英國倫敦威爾金生公司、德國許萊謝蘭特公司等處印製；民初郵票曾在英國倫敦華德路公司、美國鈔票公司等處印製。1941年2月1日，中華民國政府在重慶設置官方有價證券及官方正式文書印製機構－中央印製廠，中國八年抗戰勝利後，中央印製廠遷設至上海市，並在北平市設置北平分廠。1949年中華人民共和國建國後，由北京印鈔廠、北京人民印刷廠、上海市印刷一廠，華東稅務司署造冊廠、華東郵政南京印刷廠、上海商務印書館、上海大業工業公司、大東書局上海印刷廠等承辦。其中1959年7月開始投產的北京郵票廠負責了絕大部分的郵票印製任務。目前在中國大陸，除中國郵政集團公司郵票印製局外，負責印製郵票的還有河南省郵電印刷廠與遼寧省瀋陽郵電印刷廠。德國聯邦印刷所早在100多年前就已經承擔了為德國國民印製郵票的任務，而且它是德國唯一的授權郵票印刷所。發行人則是德國財政局。印刷所還會印大量的外國郵票。印刷所成立早期使用皇室印刷器，年產6億張普通郵票。而今天的機器年產量達40億。印刷追求無暇的質量。倘若檢察員發現哪怕是最小的顏色走樣或是邊緣部分出現偏差，就會將郵票定為錯誤印刷而將它銷毀。在這種謹慎細密的質量控制下，錯版更難出現，反而更刺激了收藏家尋求錯版的欲望。,0
哪一地區距離澎湖180海里而且與臺灣島之距離和金門之距離相差38海里？,根據清初《使琉球記》中記載，宋朝福建湄洲的孝女林默娘廿八歲時，因父兄駕船駛至閩江口海域，突遇巨風大浪，船毀人溺，媽祖得知，飛身入海拯救父兄，因而溺斃罹難，媽祖遺體當年隨海漂流至閩江口附近的小島，被漁民打撈上岸，並將媽祖埋葬在海岸邊。湄洲鄉親不見媽祖下落，認為她羽化昇天成仙，遂建湄洲媽祖廟作為紀念。馬祖人則認為，媽祖葬於現今馬祖南竿馬港天后宮宮內的靈穴石棺中，且興廟供奉，相傳至今。這個島因而被稱為媽祖島，爾後又改為馬祖。馬祖地名因此而來，媽祖也成為馬祖居民最重要的信仰。馬祖列島北起東引鄉北岸；南到莒光鄉林拗嶼南岸；極東東引鄉世尾山東岸；極西為南竿鄉津沙村西岸。馬祖距離臺灣島114海里、離金門152海浬、澎湖180海里與閩江口相距約15公里，離福建北茭半島約9.25公里。列島的陸域面積為29.6平方公里，全縣各島海岸線總長為138公里。,1
雲南省的哪一個村子附近為昆明長水國際機場的所在地?,在2012年6月28日昆明長水國際機場啟用，同日昆明原機場昆明巫家壩國際機場停用。昆明長水國際機場是中國面向東南亞、南亞和連接歐亞的國家門戶樞紐機場。昆明長水國際機場是國家十一五期間的重點建設工程、雲南省特大型城市基礎設施建設工程、雲南省二十項重點工程之一。昆明長水國際機場場址位於雲南省昆明市官渡區長水村附近，在昆明市東北方向，距市中心直線距離約24.5公里。近期規劃為滿足2020年旅客吞吐量3800萬人次、貨郵吞吐量95萬噸、飛機起降30.3萬架次的需求建設。遠期規劃控制用地約22.97平方公里。昆明長水國際機場本期新建兩條長度平行跑道，長4000米，60米寬，機場飛行區等級為按照4F能夠起降並停靠全球載客量最大的客機空客A380。長水機場有飛往曼谷、雪梨、新加坡、吉隆坡、首爾、河內、胡志明市、仰光、萬象、清邁、杜拜、曼德勒、巴黎、溫哥華、大阪、名古屋、達卡、科倫坡、馬累等國際航線，通往香港、臺北、澳門的地區際航線，以及通往國內各大中城市的數百條航線。數條省內航線分別可通往大理、麗江、香格里拉、西雙版納、昭通、芒市、普洱、文山、保山、騰衝、臨滄、瀘沽湖等。,1
最先從南美洲遷移到維京群島定居的人為哪一種?,機場快線是港鐵營運的鐵路線之一，屬機場鐵路的一部份，於1998年7月6日隨著興建於赤鱲角的新機場正式啟用同時通車，模式上屬機場聯絡軌道系統，連接位於新界離島區赤鱲角的香港國際機場及中西區中環的香港站，共設有5個站。由於這路線連接了香港國際機場，並以特快形式運行，故得此名。機場鐵路項目是香港機場核心計劃之一，為香港國際機場及後勤區興建連接九龍及香港島的快速鐵路。項目共建造成兩條路線，即機場快線及東涌線。部分路段由兩條線共用兩條來回方向的路軌，其他路段則共有四條路軌。機場快線是連接香港國際機場及香港商業中心區的快捷交通工具，亦是全球其中一條機場鐵路。機場快線耗資351億港元興建，全長35.3公里，旅客由香港國際機場前往中環市中心約需24分鐘。,0
十億位元組的動態隨機存取記憶體韓國於何時研發出來？,統一後的新羅王朝，韓國進入了一個安穩的時期，當時正值中國的唐朝。唐朝與新羅交往頻繁，韓國佛教藝術風格深受中國影響。這個時期的佛教藝術得到國家資助而發展蓬勃，石窟庵與佛國寺就是最好的證明。高麗國成立於918年，標誌著佛教藝術的新時代。高麗國國王慷慨地贊助佛教事業，佛教藝術得以繼續發展，特別是運用金銀油彩來製作佛經與畫像。最觸目的傑作就是《高麗大藏經》，製作人員能夠準確無誤把大藏經雕刻於81340塊木板上。這項成就被聯合國教科文組認為是世界上佛教典籍中最重要最完整的語料庫，而且在工藝上展現出非常高的美學價值。大藏經包含了律藏、經藏、論藏，而高麗大藏經則結合北宋、契丹、高句麗的大藏經版本，並有高麗高僧所添加的內容。由於準確程度很高，現在中國，日本，台灣等地的大藏經以它為參考。高麗大藏經所用的木材都是來自韓國南部海島上的樺樹。為了防止腐爛，所用木材都經過三年海水的浸泡，三年風乾，雕刻完成後，掃上有毒瓷漆防止昆蟲侵害。,0
有外匯帳戶的東德人要買糖、咖啡可以去哪邊？,世界衛生組織已經確認高血壓為導致心血管病死亡率的主要原因。世界高血壓聯盟是85個國家高血壓社團和聯盟的聯盟組織，該組織認為，世界範圍內50%以上的高血壓患者不了解自身的情況。為強調這一問題，WHL在2005年發起了一場全球性高血壓認知運動，並把每年的5月17日定為世界高血壓日。過去三年以來，更多的國家社團參與了世界高血壓日WHD，並且通過其創新活動向公眾傳遞有關高血壓的信息。2007年，47個WHL成員國家參與了這一活動。在WHD所在的那個星期，所有這些國家與地方政府、學術團體、非政府組織、以及私人企業合作，促進高血壓認知，通過幾個媒體和公眾集會進行宣傳。他們採用的大眾傳播媒體包括網際網路和電視，信息受眾超過2.5億人。隨著發展勢頭的逐年壯大，WHL有信心把信息基本上傳遞到所預測的15億血壓升高人群。在美國，高血壓是一種最為常見的慢性醫學問題，使得人們需要經常去找初級醫療服務人員。美國心臟學會估計，2010年高血壓的直接和間接治療費用為766億美元。在美國，80%的高血壓人群了解他們自己的狀況，其中71%服用治療高血壓藥物。,0
德國第幾大的城市為美茵河畔法蘭克福?,法蘭克福，正式全名為美茵河畔法蘭克福，是德國中西部的黑森邦的第一大城市，也是德國的第五大城市。城區擁有73萬2688人口，若包括其周邊城鎮則共計有230萬人口。法蘭克福-萊茵河-美茵河都市圈有著五百萬人口，為僅次於萊茵魯爾的德國第二大都市區。法蘭克福是一個民族文化多元化的城市，一半以上的人口有著移民背景，而四分之一的人口為外國公民。自中世紀起，法蘭克福就被稱為德國的中心城市。自公元794年時起，法蘭克福就是一個帝國自由城市。自1815年起，法蘭克福自由市成為德意志邦聯的政治中心。在1848年革命時期，法蘭克福國民議會在聖保羅教堂召開。在普奧戰爭中，與奧地利結盟的法蘭克福被普魯士王國所吞併後，在1866年正式失去城邦的主權。1875年時，法蘭克福居民突破十萬人，1928年時則已超過50萬人。如今作為阿爾法級別的全球城市，法蘭克福是許多歐洲及跨國大型企業的總部所在地。另外德國聯邦銀行、歐洲中央銀行、法蘭克福證券交易所及多家大型商業銀行總部也設立在此，它是歐盟的經濟中心。法蘭克福掌握了全德國乃至全歐洲的鉅大財富，遂有美茵河畔曼哈頓之戲稱。,1
在韓國讀高中的時間與哪一階段是一樣的？,韓國教育的學制為6-3-3-4制，即小學6年，初中3年，高中3年，大學4年。小學和初中在韓國是免費義務教育。韓國在1959年普及小學義務教育，96%的適齡兒童接受義務教育。1969年，韓國廢除初中入學考試制度，1985年開始在偏遠地區實施初中免費義務教育，2004年已經擴大到全國範圍。韓國的高中在1974年開始實行「平準化」，2014年開始在偏遠地區實行高中免費義務教育，2017年將推廣到全國範圍。1995年，韓國小學升初中的入學率為99.8%，初中入高中的升學率為98.7%，高中應屆畢業生入大學的升學率為55%，復讀生升學率達74.2%。,1
多少米為毓秀台的高度?,國立中山大學，是一所於1980年在臺灣高雄市西子灣建立的國立大學，前身為1924年由孫中山創立的國立廣東大學。該校是研究中心密度極高的研究型大學，被中華民國教育部核定名列邁向頂尖大學計畫，受美日領事機構資助，亦參與臺灣綜合大學系統、EUTW七校聯盟等校際合作。該校匯聚智庫學者，管理學院素有國際聲譽，並以數學、社會科學、海洋科學及光電材料領域最具實力。經由原中山大學、莫斯科中山大學2校校友的多年參與，國立中山大學於1980年完成復校。國立中山大學是一所研究型大學，含東沙離島研究站共密集設有63個研究中心，幅員橫跨400公里。在全校39個系所當中，涵蓋38個研究所、近70%為獨立研究所，僅1個純粹的學士班。,0
古都市計畫的範本是誰設計的？,北印度和巴基斯坦的印度河文明被認為是最早發展都市計畫的文明。公元前2600年數千哈拉帊居民突然出現在城市之中，而這突然出現的人顯然是被計畫，外力所致的結果。某些居民顯然被安排要迎合一個有意識的，刻意安排的計畫。大城如摩亨約-達羅和哈拉巴的街道也以完美的經緯所呈現，足以與現今的紐約市所相媲美。房子被設計為預防噪音，臭味以及小偷。這些都市也被發現擁有世界上第一個都市公共衛生系統。公元前408年希臘的希波丹姆通常被認為是西方的都市計畫之父，他所設計的米利都，雖然古老卻是古都市計畫的範本。古羅馬在都市計畫中使用了鞏固為目標的藍圖，用來發展軍事防禦以及居民的便利性。許多歐洲都市至今仍然保持這些結構的的要素，如杜林。,1
